"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"453","ARTICLE","Thel2020454",NA,NA,"Mar Tintore, Georgina Arrambide, Susana Otero-Romero, Pere Carbonell-Mirabent, Jordi Río, Carmen Tur, Manuel Comabella, Carlos Nos, María Jesús Arévalo, Elisenda Anglada, Rebeca Menendez, Luciana Midaglia, Ingrid Galán, Angela Vidal-Jordana, Joaquin Castilló, Patricia Mulero, Ana Zabalza, Breogan Rodríguez-Acevedo, Marta Rodriguez, Carmen Espejo, Joao Sequeira, Raquel Mitjana, Andrea de Barros, Deborah Pareto, Cristina Auger, Santiago Pérez-Hoyos, Jaume Sastre-Garriga, Alex Rovira, Xavier Montalban",NA,NA,NA,NA,"NA",NA,NA,"Multiple Sclerosis Journal",NA,"11","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,312 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1658-1669",NA,NA,NA,"The long-term outcomes of CIS patients in the Barcelona inception cohort: Looking back to recognize aggressive MS",NA,"26","2020","10.1177/1352458519877810","1352-4585","13","http://journals.sagepub.com/doi/10.1177/1352458519877810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","ARTICLE","With2021455",NA,NA,"Andrew Atkinson, Marcel Zwahlen, Diana Barger, Antonella d’Arminio Monforte, Stephane De Wit, Jade Ghosn, Enrico Girardi, Veronica Svedhem, Philippe Morlat, Cristina Mussini, Antoni Noguera-Julian, Christoph Stephan, Giota Touloumi, Ole Kirk, Amanda Mocroft, Peter Reiss, Jose M Miro, James R Carpenter, Hansjakob Furrer, Ali Judd, Robert Zangerle, Giota Touloumi, Josiane Warszawski, Laurence Meyer, François Dabis, Murielle Mary Krause, Jade Ghosn, Catherine Leport, Linda Wittkop, Peter Reiss, Ferdinand Wit, Maria Prins, Heiner Bucher, Diana Gibb, Gerd Fätkenheuer, Julia Del Amo, Niels Obel, Claire Thorne, Amanda Mocroft, Ole Kirk, Christoph Stephan, Santiago Pérez-Hoyos, Osamah Hamouda, Barbara Bartmeyer, Nikoloz Chkhartishvili, Antoni Noguera-Julian, Andrea Antinori, Antonella d’Arminio Monforte, Norbert Brockmeyer, Luis Prieto, Pablo Rojo Conejo, Antoni Soriano-Arandes, Manuel Battegay, Roger Kouyos, Cristina Mussini, Jordi Casabona, Jose M. Miró, Antonella Castagna, Deborah Konopnick, Tessa Goetghebuer, Anders Sönnerborg, Carlo Torti, Caroline Sabin, Ramon Teira, Myriam Garrido, David Haerry, Jose M. Miró, Dominique Costagliola, Antonella d’Arminio-Monforte, Antonella Castagna, Julia del Amo, Amanda Mocroft, Dorthe Raben, Geneviève Chêne",NA,NA,NA,NA,"NA",NA,NA,"Clinical Infectious Diseases",NA,"7","SGR2022: YES , PID: NO , HQ: 1 , IF: 9,079 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"195-202",NA,NA,NA,"Withholding Primary Pneumocystis Pneumonia Prophylaxis in Virologically Suppressed Patients With Human Immunodeficiency Virus: An Emulation of a Pragmatic Trial in COHERE",NA,"73","2021","10.1093/cid/ciaa615","1058-4838","2","https://academic.oup.com/cid/article/73/2/195/5843639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","ARTICLE","Dyna2022456",NA,NA,"Claudia � lvarez-Martín, Aida Ribera, Josep Ramon Marsal, Albert Ariza-Solé, Santiago Pérez-Hoyos, Gerard Oristrell, Toni Soriano-Colomé, Rafael Romaguera, Jose Ignacio Pijoan, Rosa M. Lidón, Josepa Mauri, Ignacio Ferreira-González",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Cardiovascular Medicine",NA,"4","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,NA,NA,NA,NA,"Dynamics of Emergency Cardiovascular Hospital Admissions and In-Hospital Mortality During the COVID-19 Pandemic: Time Series Analysis and Impact of Socioeconomic Factors",NA,"9","2022","10.3389/fcvm.2022.827212","2297-055X",NA,"https://www.frontiersin.org/articles/10.3389/fcvm.2022.827212/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","ARTICLE","Anew2020457",NA,NA,"Antonio Monleon-Getino, Andreu Patyuví-Gallart, Walter Sanseverino, Javier Méndez",NA,NA,NA,NA,"NA",NA,NA,"bioRXiv",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"A new bioinformatic tool to interpret metagenomics / metatranscriptomics results based on the geometry of the clustering network and its differentially gene ontologies (GANGO)",NA,NA,"2020","10.1101/2020.06.10.140103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","ARTICLE","Apri2020458",NA,NA,"Toni Monleon� Getino, Jorge Frias� Lopez",NA,NA,NA,NA,"NA",NA,NA,"Ecology and Evolution",NA,"12","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,912 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"13382-13394",NA,NA,NA,"A priori estimation of sequencing effort in complex microbial metatranscriptomes",NA,"10","2020","10.1002/ece3.6941","2045-7758","23","https://onlinelibrary.wiley.com/doi/10.1002/ece3.6941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","ARTICLE","Auto2021459",NA,NA,"Odei Garcia-Garin, Toni Monleón-Getino, Pere López-Brosa, Asunción Borrell, Alex Aguilar, Ricardo Borja-Robalino, Luis Cardona, Morgana Vighi",NA,NA,NA,NA,"NA",NA,NA,"Environmental Pollution",NA,"3","SGR2022: YES , PID: NO , HQ: 1 , IF: 8,071 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"116490",NA,NA,NA,"Automatic detection and quantification of floating marine macro-litter in aerial images: Introducing a novel deep learning approach connected to a web application in R",NA,"273","2021","10.1016/j.envpol.2021.116490","02697491",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0269749121000683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","ARTICLE","Biva2020460",NA,NA,"Antonio Monleon-Getino",NA,NA,NA,NA,"NA",NA,NA,"bioRXiv",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,NA,NA,NA,NA,"Bivariate confidence probability plots as a method to test the accuracy and variability of microbiological measures",NA,NA,"2020","10.1101/2020.11.18.388603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","ARTICLE","Cana2018461",NA,NA,"Ramón Abad-Belando, ModestoJ Varas-Lorenzo, Carlos Pons-Vilardell, Xavier Puig-Torrus, Marta Pla-Alcaraz, Antonio Monleón-Getino, Elena Sánchez-Vizcaíno-Mengual",NA,NA,NA,NA,"NA",NA,NA,"Endoscopic Ultrasound",NA,NA,"SGR2022: YES , PID: NO , HQ: 2 , IF: 3,323 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"184",NA,NA,NA,"Canalization technique to obtain deep tissue biopsy of gastrointestinal subepithelial tumors as an alternative to conventional known techniques",NA,"7","2018","10.4103/eus.eus_13_17","2303-9027","3","https://journals.lww.com/10.4103/eus.eus_13_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","ARTICLE","Caus2020462",NA,NA,"Antonio Monleon-Getino, Jaume Canela-Soler",NA,NA,NA,NA,"NA",NA,NA,"Prime Archives in Biomedical Sciences",NA,NA,"SGR2022: YES , PID: NO , HQ: 1 , IF:  , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Causality in Medicine and Its Relationship with the Role of Statistics (UPDATED 2020)",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","ARTICLE","Effe2017463",NA,NA,"Josep Sanjuan, Alba Vicente, Núria Flor-Arnau, Toni Monleón, Jaume Cambra, Carles Martín-Closas",NA,NA,NA,NA,"NA",NA,NA,"Phycologia",NA,"3","SGR2022: YES , PID: NO , HQ: 1 , IF: 1,798 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"204-212",NA,NA,NA,"Effects of light and temperature on <i>Chara vulgaris</i> (Charophyceae) gyrogonite productivity and polymorphism – palaeoenvironmental implications",NA,"56","2017","10.2216/15-140.1","0031-8884","2","https://www.tandfonline.com/doi/full/10.2216/15-140.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","ARTICLE","Esta2020464",NA,NA,"Ricardo Borja-Robalino, Antionio Monleon-Getino, Jose Rodellar Benedé",NA,NA,NA,NA,"NA",NA,NA,"RISTI. Revista Ibérica de Sistemas y Tecnologías de Información",NA,NA,"SGR2022: YES , PID: NO , HQ: 4 , IF: 0,142 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Estandarización de métricas de rendimiento para clasificadores Machine y Deep Learning",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","ARTICLE","Expo2020465",NA,NA,"Alejandro Valdivieso, Laia Ribas, Antonio Monleón-Getino, László Orbán, Francesc Piferrer",NA,NA,NA,NA,"NA",NA,NA,"Environmental Research",NA,"7","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,498 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"109601",NA,NA,NA,"Exposure of zebrafish to elevated temperature induces sex ratio shifts and alterations in the testicular epigenome of unexposed offspring",NA,"186","2020","10.1016/j.envres.2020.109601","00139351",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0013935120304941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","ARTICLE","Iden2018466",NA,NA,"Paula Jiménez-Fonseca, Sebastian Krug, Gianluca Tamagno, Felipe Fierro� Maya, Antonio Monléon� Getino, Clara� Isabel Rodriguez� Casado, Frederico Costa, Wouter� W. de� Herder, Henning Jann",NA,NA,NA,NA,"NA",NA,NA,"Neuroendocrinology",NA,NA,"SGR2022: YES , PID: NO , HQ: 1 , IF: 6,804 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"315-323",NA,NA,NA,"Identifying Prognostic Factors for Well-Differentiated Metastatic Pancreatic Neuroendocrine Tumours: A Retrospective International Multicentre Cohort Study",NA,"107","2018","10.1159/000492223","0028-3835","4","https://www.karger.com/Article/FullText/492223","<p>Pancreatic neuroendocrine tumours (pNETs) represent rare neoplasms of all NETs often presenting without functional activity. Many sporadic non-functioning pNET patients are already metastatic at the time of diagnosis, and the therapeutic approach to such patients is mostly palliative. In this international, multicentre, retrospective cohort study, we assessed the prognostic value of a set of anthropometric, clinical, biochemical, radiological and pathological parameters at baseline and the impact of the therapeutic strategies on the survival of patients with sporadic grade 1/2, stage IV, non-functioning pNETs. Three hundred and twelve consecutive patients diagnosed between 1993 and 2010 were included. The median overall survival (OS) was 6.6 years and survival at 5 and 10 years was 62 and 34% respectively. On univariate analysis, Eastern Cooperative Oncology Group (ECOG) status ≥2, grade 2, bilobar hepatic metastases, synchronous metastases, and high chromogranin A, alkaline-phosphatase and lactic-dehydrogenase were associated with a significant reduction of OS. Palliative/curative surgery and loco-regional hepatic interventions were significant factors improving OS. On multivariate analysis, ECOG status ≥2, synchronous metastases, Ki-67 ≥10%, and high alkaline-phosphatase correlated significantly with an increased risk of death. Both palliative/curative surgery and loco-regional hepatic interventions had a positive impact on OS. Although most parameters did not prove to be independent OS predictors at multivariate analysis, they showed a tendency towards that. Future prospective studies including larger patient populations may give greater clarity. We believe the integration of these parameters has the potential to provide a reliable prognostic score for the stratification of patients with sporadic well-differentiated metastatic non-functioning pNETs.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","ARTICLE","Inte2021467",NA,NA,"Alfonso Anton, Karen Nolivos, Marta Pazos, Gianluca Fatti, Alejandra Herranz, Miriam Ayala-Fuentes, Elena Martínez-Prats, Oscar Peral, Zaida Vega-Lopez, Antoni Monleon-Getino, Antonio Morilla-Grasa, Merce Comas, Xavier Castells",NA,NA,NA,NA,"NA",NA,NA,"Journal of Clinical Medicine",NA,"7","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,659 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"3337",NA,NA,NA,"Interobserver and Intertest Agreement in Telemedicine Glaucoma Screening with Optic Disk Photos and Optical Coherence Tomography",NA,"10","2021","10.3390/jcm10153337","2077-0383","15","https://www.mdpi.com/2077-0383/10/15/3337","<p>Purpose: To evaluate interobserver and intertest agreement between optical coherence tomography (OCT) and retinography in the detection of glaucoma through a telemedicine program. Methods: A stratified sample of 4113 individuals was randomly selected, and those who accepted underwent examination including visual acuity, intraocular pressure (IOP), non-mydriatic retinography, and imaging using a portable OCT device. Participants’ data and images were uploaded and assessed by 16 ophthalmologists on a deferred basis. Two independent evaluations were performed for all participants. Agreement between methods was assessed using the kappa coefficient and the prevalence-adjusted bias-adjusted kappa (PABAK). We analyzed potential factors possibly influencing the level of agreement. Results: The final sample comprised 1006 participants. Of all suspected glaucoma cases (n = 201), 20.4% were identified in retinographs only, 11.9% in OCT images only, 46.3% in both, and 21.4% were diagnosed based on other data. Overall interobserver agreement outcomes were moderate to good with a kappa coefficient of 0.37 and a PABAK index of 0.58. Higher values were obtained by experienced evaluators (kappa = 0.61; PABAK = 0.82). Kappa and PABAK values between OCT and photographs were 0.52 and 0.82 for the first evaluation. Conclusion: In a telemedicine screening setting, interobserver agreement on diagnosis was moderate but improved with greater evaluator expertise.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","ARTICLE","Iter2020468",NA,NA,"Antonio Monleon-Getino",NA,NA,NA,NA,"NA",NA,NA,"bioRxiv",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Iterative Cochran’s C test as a multivariate method to detect higher than expected variability: a microbiological inter-laboratory ring trial as a case-study",NA,NA,"2020","10.1101/2020.11.19.389619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","ARTICLE","Long2019469",NA,NA,"César Morcillo Serra, Yolanda López-Perna, Antonio Monleón Getino, Elena Sánchez-Vizcaíno, Jordi Del� s Amat, Josep Masip Utset",NA,NA,NA,NA,"NA",NA,NA,"Coronary Artery Disease",NA,"3","SGR2022: YES , PID: NO , HQ: 3 , IF: 1 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"131-136",NA,NA,NA,"Long-term risk of cardiovascular events after detecting silent coronary atheromatosis using computed tomography",NA,"30","2019","10.1097/MCA.0000000000000686","0954-6928","2","https://journals.lww.com/00019501-201903000-00009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","ARTICLE","Mode2022470",NA,NA,"Javier Méndez, Cristina García-Aljaro, Maite Muniesa, Miriam Pascual-Benito, Elisenda Ballesté, Pere López, Antonio Monleón, Anicet R. Blanch, Francisco Lucena",NA,NA,NA,NA,"NA",NA,NA,"Journal of Environmental Management",NA,"1","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,789 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"113802",NA,NA,NA,"Modeling human pollution in water bodies using somatic coliphages and bacteriophages that infect Bacteroides thetaiotaomicron strain GA17",NA,"301","2022","10.1016/j.jenvman.2021.113802","03014797",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0301479721018648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","ARTICLE","Next2020471",NA,NA,"Antonio Monleon-Getino, Jaume Canela-Soler",NA,NA,NA,NA,"NA",NA,NA,"medRXiv",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Next weeks of SARS-CoV-2: Projection model to predict time evolution scenarios of accumulated cases in Spain",NA,NA,"2020","10.1101/2020.04.09.20059881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","ARTICLE","Stat2020472",NA,NA,"Jordi Ocaña, Toni Monleón-Getino, Virginia Merino, Daniel Peris, Lluís Soler",NA,NA,NA,NA,"NA",NA,NA,"Pharmaceutics",NA,"4","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,734 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"318",NA,NA,NA,"Statistical Methods for Quality Equivalence of Topical Products. 0.5 mg/g Betamethasone Ointment as a Case-Study",NA,"12","2020","10.3390/pharmaceutics12040318","1999-4923","4","https://www.mdpi.com/1999-4923/12/4/318","<p>This study examines the statistical implications, and their possible implementation, of the “Draft guideline on quality and equivalence of topical products�  issued by the European Medicines Agency in 2018, with particular focus on the section devoted to quality equivalence of physical properties. A new confidence interval to conduct the quality equivalence test and a way to cope with the multiplicity of quality parameters are presented and discussed. As an example, the results and the statistical analysis of a study on betamethasone 0.5 mg/g ointment are presented. It is suggested that the equivalence limits proposed in the draft guideline are overly strict: It is as difficult to declare quality equivalence between two packaging formats of the same reference product as to declare quality equivalence between the reference and the test product.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","ARTICLE","Trac2019473",NA,NA,"Laura Sala-Comorera, Anicet R. Blanch, Arnau Casanovas-Massana, Antonio Monleón-Getino, Cristina García-Aljaro",NA,NA,NA,NA,"NA",NA,NA,"Food Microbiology",NA,"9","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,155 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1-10",NA,NA,NA,"Traceability of different brands of bottled mineral water during shelf life, using PCR-DGGE and next generation sequencing techniques",NA,"82","2019","10.1016/j.fm.2019.01.006","07400020",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0740002018302806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","ARTICLE","Useo2017474",NA,NA,"Javier Mendez, Antonio Monleon-Getino, Juan Jofre, Francisco Lucena",NA,NA,NA,NA,"NA",NA,NA,"Journal of Water and Health",NA,"10","SGR2022: YES , PID: NO , HQ: 2 , IF: 0 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"706-717",NA,NA,NA,"Use of non-linear mixed-effects modelling and regression analysis to predict the number of somatic coliphages by plaque enumeration after 3 hours of incubation",NA,"15","2017","10.2166/wh.2017.067","1477-8920","5","https://iwaponline.com/jwh/article/15/5/706/28719/Use-of-nonlinear-mixedeffects-modelling-and","<p>The present study aimed to establish the kinetics of the appearance of coliphage plaques using the double agar layer titration technique to evaluate the feasibility of using traditional coliphage plaque forming unit (PFU) enumeration as a rapid quantification method. Repeated measurements of the appearance of plaques of coliphages titrated according to ISO 10705-2 at different times were analysed using non-linear mixed-effects regression to determine the most suitable model of their appearance kinetics. Although this model is adequate, to simplify its applicability two linear models were developed to predict the numbers of coliphages reliably, using the PFU counts as determined by the ISO after only 3 hours of incubation. One linear model, when the number of plaques detected was between 4 and 26 PFU after 3 hours, had a linear fit of: (1.48 × Counts3 h + 1.97); and the other, values &amp;gt;26 PFU, had a fit of (1.18 × Counts3 h + 2.95). If the number of plaques detected was &amp;lt;4 PFU after 3 hours, we recommend incubation for (18 ± 3) hours. The study indicates that the traditional coliphage plating technique has a reasonable potential to provide results in a single working day without the need to invest in additional laboratory equipment.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","ARTICLE","ABay2021475",NA,NA,"Xavier Piulachs, Eleni� Rosalina Andrinopoulou, Montserrat Guillén, Dimitris Rizopoulos",NA,NA,NA,NA,"NA",NA,NA,"Statistics in Medicine",NA,"1","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,373 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"147-166",NA,NA,NA,"A Bayesian joint model for zero� inflated integers and left� truncated event times with a time� varying association: Applications to senior health care",NA,"40","2021","10.1002/sim.8767","0277-6715","1","https://onlinelibrary.wiley.com/doi/10.1002/sim.8767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","ARTICLE","Cons2018476",NA,NA,"Anja Schulze, Montserrat Guillén, Xavier Piulachs",NA,NA,NA,NA,"NA",NA,NA,"International Journal of Transport Economics",NA,NA,"SGR2022: YES , PID: NO , HQ: 3 , IF: 0,857 , Firstauthor: NO , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Consumer Preferences for Electric Vehicles in Germany",NA,NA,"2018","10.19272/201806701006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","ARTICLE","Join2017477",NA,NA,"Xavier Piulachs, Ramon Alemany, Montserrat Guillén, Dimitris Rizopoulos",NA,NA,NA,NA,"NA",NA,NA,"SORT",NA,NA,"SGR2022: YES , PID: NO , HQ: 2 , IF: 1,344 , Firstauthor: YES , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,NA,NA,NA,NA,"Joint models for longitudinal counts and left-truncated time-to event data with applications to health insurance",NA,NA,"2017","10.2436/20.8080.02.63","1696-2281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","ARTICLE","Emer2017478",NA,NA,"Xavier Piulachs, Ramon Alemany, Montserrat Guillen",NA,NA,NA,NA,"NA",NA,NA,"Kybernetes",NA,"1","SGR2022: YES , PID: NO , HQ: 3 , IF: 0,98 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"102-113",NA,NA,NA,"Emergency care usage and longevity have opposite effects on health insurance rates",NA,"46","2017","10.1108/K-06-2016-0149","0368-492X","1","https://www.emerald.com/insight/content/doi/10.1108/K-06-2016-0149/full/html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","ARTICLE","Mult2018479",NA,NA,"Yovaninna Alarcón� Soto, Klaus Langohr, Csaba Fehér, Felipe García, Guadalupe Gómez",NA,NA,NA,NA,"NA",NA,NA,"Biometrical Journal",NA,"12","SGR2022: YES , PID: NO , HQ: 2 , IF: 1,255 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"bimj.201700291",NA,NA,NA,"Multiple imputation approach for interval� censored time to HIV RNA viral rebound within a mixed effects Cox model",NA,NA,"2018","10.1002/bimj.201700291","0323-3847",NA,"https://onlinelibrary.wiley.com/doi/10.1002/bimj.201700291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
